account_id,account_name,app_id,app_name,total_7d_spend,daily_spend
5af5b8f9e408f136156e7cae,"Zedge, Inc.",5ee8976e2df77a0001480c94,ZEDGE Wallpapers & Ringtones,108333.82721292613,15476.26
6247027c20721a0018bb6528,First Touch Games,62f26eace36b0fcf8cd64d02,Dream League Soccer,107451.69006896966,15350.24
64c3551f1e5137001122d418,BYTEDANCE PTE LTD,64c35f65eaf5dbf4a692b175,Capcut_android,104035.22879755923,14862.18
67078359be02e20011a686ec,365scores,67078f17c81241f35a6237cb,iOS 365Scores: Live Scores & News,103112.72124359471,14730.39
622b9915ac4bf1001715b790,Activision Blizzard Media (King),632cc883144718961252fcd2,Candy Crush Soda Saga_Android,102738.52229459111,14676.93
6108e1635335b40017097948,new insight,6111ed034fa8e426cba05ace,Vidmate,102139.1336802422,14591.3
6862932aaff9d800114174ac,Flightradar24 AB,686295a9394e0109dd4a2580,Flightradar24 | Flight Tracker,101536.93496873467,14505.28
5b2aad55ec47af23be0124fc,Grindr,5b2abc52c4867b46785c2450,Grindr - Android,100119.28238423272,14302.75
67e22d64b039580011378f33,"Guangzhou Hongshi information Technology Co., Ltd.",67e244a666c089d2cb4950a2,V380 Pro,99913.1743763015,14273.31
6698b45b60e2ea00114aa807,Poly.AI Android,66a0d468e33c9a548741a772,Poly.AI iOS,98968.77273361495,14138.4
57d1b461ae2b57d903000027,Easybrain Ltd,592fc29cc10833a4760012c6,Sudoku - Classic Sudoku Puzzle Game,97512.22746875409,13930.32
668545a239a54a0011299e6e,Automattic,66857e436204497f762a9aad,Tumblr,96147.79178859119,13735.4
684c3af4806ba9001147f9cd,Livesport sro,684fe5259f7ebc7d027585c8,IOS | Flashscore: Live Scores & News,95084.2681771717,13583.47
658a2fc2ab2b4800112923f1,HANGZHOU JF SOFTWARE CO LTD,661f294d8f28921b7a276537,iCSee,93498.59091746144,13356.94
629f58df585252001b83d5f1,Super Unlimited Inc.,62d5275500cb8a913fd2b4dd,VPN - Super Unlimited Proxy,92501.77661469363,13214.54
69379d46192ce0aadaecc874,Particle Media Inc,69437dbc01d2a42bf6087b8f,Scoopz: Your People Your Video,91196.87343299988,13028.12
561e8d936b8d90f61a000455,Mobility Ware,5346f0237963ec4e6a0000c6,Android Solitaire,90104.70937116294,12872.1
658a2fc2ab2b4800112923f1,HANGZHOU JF SOFTWARE CO LTD,661c9929d4cf07f390cebecb,iCSee,89272.40256720655,12753.2
62b9ac4282628b001b5ab74a,Pinger,62b9bf18ca3b3113d9762db1,TextFree iOS (53),86586.96414696454,12369.57
5fe2fafd6013fb0015208652,GamoVation,667c14204d6765df32fe9234,Tile Club,85758.48422061634,12251.21
5c05196699e4374b87bda3b9,Tripledot Studios,5c093910a4a7ea3d70999820,Solitaire - A Classic Card Game,83694.69414988592,11956.38
5f064bf93191d60018f0fd5a,Lion Studios,68f7eda0b65407fe11cbcc7c,Arrow Out,82724.27909353518,11817.75
6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),689c4f436dce1f7513be19b9,Arrows – Puzzle Escape,82345.70403289887,11763.67
622f25f89bc0cb0014c6c06f,individual,62314e03f09a34c4383095da,Pure Tuber,79915.75730464602,11416.54
5af2ae1e0f25612233aa2819,캐시워크,5af2c576731d33224a6b9f2d,캐시워크 - 돈버는 만보기 잠금화면,79337.5099611351,11333.93
5b1526a7de961d3317b1d475,X-FLOW LTD,603cf6d080c4a228357168ea,Happy Color iOS (NEW),76108.10084843883,10872.59
57d1b461ae2b57d903000027,Easybrain Ltd,661556bb5b2dea6d39bb0063,Crossword Master GP,73815.4858994722,10545.07
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,6642cf9be0cbed6459a1b767,Tile Trip iOS,73747.91738772175,10535.42
634d301fa3774b001b7c0dbc,ToGather Fun Limited,67f64bb2ee3e8a4c67ae7434,Bubble Buster,68702.71975726174,9814.67
5ce32f41e15f77001148e36d,Zego Global Pte Ltd,6785d3c3d85b8663adee2cba,Screwdom_IOS_com.dino.screwdom,66865.20014713956,9552.17
6247027c20721a0018bb6528,First Touch Games,62f26e8e348007e331ea2907,Dream League Soccer,66643.39198531164,9520.48
561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",58ed4805d573baf555001be0,Wordscapes GP,66314.03553216587,9473.43
67e22d64b039580011378f33,"Guangzhou Hongshi information Technology Co., Ltd.",67e2464166c089d2cb4950a7,V380 Pro,66147.80336036367,9449.69
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,69845ea1e6f73fe2b5840739,Arrows GO! Android,65281.549101526754,9325.94
579643ec6c081adf5c00004c,Microsoft Casual Games,579b9dc8b8582d866e000061,Microsoft Solitaire Collection iOS,64636.610247566416,9233.8
622b9915ac4bf1001715b790,Activision Blizzard Media (King),632cc7ff0c0bbbf867b264ab,Candy Crush Soda Saga_iOS,62479.98058907564,8925.71
5a57133a3610bbb671016ff3,FALCON GLOBAL LTD.,661898f2c0c070078a977fb4,Goods Sorting: Match 3 Puzzle iOS PM_1945,62258.74232845218,8894.11
67c01767cc8ae200116e5d00,Skywork AI PTELTD,67c0237dee9356aafba1ccdb,dramawave-安卓,61541.23157598601,8791.6
66d6b6896f113e001198b89c,Xiaomi Group,66d6b892e6845db6f88fb048,com.xiaomi.mipicks,60176.842249431545,8596.69
63f725cfaa034900149db38c,Bigo,640554dbf2aab3d34f7b4432,imo_stable,59781.32433433194,8540.19
698a6771eea67583ba0bada3,CharacterAI,69b1908779865051d32f1222,"Character AI: Chat, Talk, Text",59713.83137691911,8530.55
5aafdd4a0520357fabf54aa6,Badoo,5ae1d7c5cf3ad762761bbca1,Badoo - Free Chat & Dating App,58633.13223887617,8376.16
5b1526a7de961d3317b1d475,X-FLOW LTD,5a777f42d76bfe102f007091,Happy Color Android - Paint by Number,58388.06975174875,8341.15
698a6771eea67583ba0bada3,CharacterAI,698a67f2da615c18d6dab1bd,Character.ai,58168.22770750946,8309.75
561e8d936b8d90f61a000455,Mobility Ware,53d7b79466aa901306000019,Android Spider,58057.615082257646,8293.95
664e27f28ffbbf0011f1d3b8,Grand Games,664e2850d8ed690a5fd5d88f,Magic Sort,57811.88195941957,8258.84
67d0848db62d6b0011ccb35e,SmartNews,67d272dadc73e19db732c198,SmartNews iOS,57370.27881698744,8195.75
65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,65533abc8ec95628af4f138d,DramaBox,55141.92474127358,7877.42
57d1b461ae2b57d903000027,Easybrain Ltd,5fdfae0fc5d4c9ab8efa6701,Number Match IOS,54565.270866950515,7795.04
5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,641bbdc51e0260737618e232,ZenWord iOS,54060.103326657525,7722.87
670cfa366f113e00119a799f,Vinted,671654af58450cca797bb25d,Vinted Android,53942.61257336791,7706.09
5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",5d3ad25290f20b00179e1c0e,扫描全能王-iOS,53114.27331249291,7587.75
561e8d936b8d90f61a000455,Mobility Ware,5ee009ec8ca79a00013f1b95,IOS Spades,52979.11194092022,7568.44
5f064bf93191d60018f0fd5a,Lion Studios,6901057909203de1195afec1,com.arrow.out,52835.755232816846,7547.97
57d1b461ae2b57d903000027,Easybrain Ltd,6049dfc28457e34b9883e80a,Number Match GP,52657.15520442242,7522.45
56d55c72562b9c353800000d,Voodoo,5b83e2f3ebcb4a0f62d80e85,Paper.io 2,52551.58550374875,7507.37
624fcf9241887a0018618c00,GoTube Studio,6257f8967c1864a5b530fda2,GoTube,52022.68104170891,7431.81
6920858f3fcd392133e22a59,Rakuten Viber,6971dc22d4ba143db9061eec,Rakuten Viber,51988.83851892987,7426.98
622b9915ac4bf1001715b790,Activision Blizzard Media (King),632cc65fb9383affd1497167,Farm Heroes Saga_Android,51377.41227385227,7339.63
5b69051b3a5ab61db2c22189,株式会社GOODROID,686cdae238a354d88e4ccb38,Hexa Away_iOS,51103.83365556855,7300.55
