rtb_account_id,creative_id,adomain,total_spend_7d,daily_spend
561e8d936b8d90f61a000d2f,6796940,uber.com,3889.099037659689,555.585576808527
561e8d936b8d90f61a000d2f,6829942,uber.com,4353.688488761884,621.9554983945549
561e8d936b8d90f61a000d2f,6837123,jp.co.rakuten.android,16828.978489848938,2404.139784264134
561e8d936b8d90f61a000d2f,6852122,uber.com,3505.499218455365,500.7856026364807
561e8d976b8d90f61a004143,603677f8e9d0c65e569ae4d9,,8092.0,1156.0
561e8d976b8d90f61a004143,60abc160b829d30016b54cb8,,6308.5,901.2142857142857
561e8d976b8d90f61a004143,66aa1c35c53d17a3eb485134,,3853.5,550.5
561e8d976b8d90f61a004143,68edfe135099fa52d00c5386,,9006.631000000001,1286.6615714285715
561e8d976b8d90f61a004143,6953e68862e92d492a00abf5,,6592.240000000003,941.748571428572
561e8d976b8d90f61a004143,697322eb62350b52ff65ed3a,,5312.0,758.8571428571429
561e8d976b8d90f61a004143,69b282ff4fc909b1c0258969,,7679.5,1097.0714285714287
561e8d976b8d90f61a004143,69c59a438f8c600271918312,,3631.7999999999365,518.8285714285623
561e8d976b8d90f61a004143,6a071f730afaff928ca6a702,,11900.820000000012,1700.1171428571447
561e8d976b8d90f61a004143,6a1d1a3c0afaff928ca6b5cb,,3857.75,551.1071428571429
561e8d976b8d90f61a004143,6a1fc2d00afaff928ca6b95b,,5454.55,779.2214285714286
561e8d976b8d90f61a004143,6a2144312067f62faa9eff99,,3905.5,557.9285714285714
561e8d976b8d90f61a004143,6a295434e9cc075b36f9c7c5,,3886.9,555.2714285714286
561e8d976b8d90f61a004143,6a4d2cdba9e17d281269b4df,,3928.9000000000024,561.2714285714289
561e8d976b8d90f61a004143,6a57ef68a9e17d281269babb,,7201.100000000007,1028.7285714285724
5bc0e10e25c7d7796ebe8fc0,BZVKTzzvKk1EtzFO:a:fNOIvX3dZ2P0zmld,dreamgames.com,4534.035713999985,647.7193877142836
5bc0e10e25c7d7796ebe8fc0,BZVKTzzvKk1EtzFO:i:JutP8cpvWgzLhBSt,dreamgames.com,5499.487500000011,785.641071428573
5bc0e10e25c7d7796ebe8fc0,BZVKTzzvKk1EtzFO:i:gthPfjAWnpnJhcAy,dreamgames.com,9216.828867000027,1316.6898381428612
5bc0e10e25c7d7796ebe8fc0,GpHxez4DCmayiuJA:i:r25n4BVjvpKBwtmc,polymarket.us,3535.0868769999915,505.0124109999988
5bc0e10e25c7d7796ebe8fc0,Kvt2ZY1BEjJzx6C1:a:uvlmny2yD4oRY3v1,lessmore.games,3565.908468000007,509.4154954285724
5bc0e10e25c7d7796ebe8fc0,Kvt2ZY1BEjJzx6C1:i:Ez6zoPCrzWUzfQQ1,lessmore.games,4113.304522000035,587.6149317142907
5bc0e10e25c7d7796ebe8fc0,KyhiEvJWvuU6B0YQ:i:QIBb4hXy0ZXKq33C,hungrystudio.com,3895.935459999989,556.5622085714269
5bc0e10e25c7d7796ebe8fc0,KyhiEvJWvuU6B0YQ:i:rzcWk9wfnfRzhyyS,hungrystudio.com,6865.894173000007,980.8420247142867
5bc0e10e25c7d7796ebe8fc0,Lpjgv95lJqaoElEX:i:n12v4XIsoJCzSvQC,ticktackinteractive.com,3669.834658000002,524.2620940000003
5bc0e10e25c7d7796ebe8fc0,NdB0BlU5RYeXfjOp:i:wuy9MRk6FwpWD3xk,peak.com,6203.428865000007,886.2041235714296
5bc0e10e25c7d7796ebe8fc0,PEYOTZzkdaZyvHCG:a:A4CexehakENXXknB,centurygames.com,4425.585314999979,632.2264735714256
5bc0e10e25c7d7796ebe8fc0,ZkLZTcnnX0OPBePl:a:D4rVDTGcm26klini,tiktok.com,8662.954358,1237.5649082857144
5bc0e10e25c7d7796ebe8fc0,activision:a:MHyFHJGRi6vNoezE,activision.com,10919.484590000036,1559.9263700000051
5bc0e10e25c7d7796ebe8fc0,c9GJRumkQ7bcrPW7:i:rGTEesjwX8yCNbku,6566176181,3723.912247999985,531.9874639999979
5bc0e10e25c7d7796ebe8fc0,fH0s5ileTls1I5dI:a:FhipGlP1PXLn96Ao,tiktok.com,6458.344367000047,922.6206238571496
5bc0e10e25c7d7796ebe8fc0,fcmfXy7pGZf6bYC8:a:uZOtAiTcmvgqKep4,chime.com,3643.3948080000077,520.4849725714297
5bc0e10e25c7d7796ebe8fc0,jm1vY29iBwA7NqQ4:a:EqjWeX2s6XLMtdDD,centurygame.com,5516.822098999994,788.1174427142848
5bc0e10e25c7d7796ebe8fc0,jm1vY29iBwA7NqQ4:i:Q2llajEEt4AxuRGB,centurygame.com,5832.7036520000365,833.2433788571481
5bc0e10e25c7d7796ebe8fc0,jm1vY29iBwA7NqQ4:i:XxY3dEeV2yf0c5Ip,centurygame.com,3839.606783000012,548.5152547142874
5bc0e10e25c7d7796ebe8fc0,jm1vY29iBwA7NqQ4:i:tHe0ZvV8iPY5BNcz,centurygame.com,6334.699124999993,904.9570178571419
5bc0e10e25c7d7796ebe8fc0,playrix:i:j4nF8BrEeloBCD8O,playrix.com,7498.7895120000185,1071.2556445714313
5bc0e10e25c7d7796ebe8fc0,qEpw5F7rgEI7UysJ:a:ZbA9oLamMpu2B4e2,microfun.com,4602.037086000041,657.4338694285773
5bc0e10e25c7d7796ebe8fc0,qyvmuhBdndXzlke5:a:I2YEFguscxc0Q39y,creditkarma.com,5317.561976000013,759.6517108571446
5bc0e10e25c7d7796ebe8fc0,qyvmuhBdndXzlke5:a:INvufJB4UrqXz8Ip,creditkarma.com,4542.903777000012,648.9862538571446
5bc0e10e25c7d7796ebe8fc0,qyvmuhBdndXzlke5:a:bQ3J5cid3kXhBWgh,creditkarma.com,4457.303387000013,636.7576267142875
5bc0e10e25c7d7796ebe8fc0,qyvmuhBdndXzlke5:a:rirZjEfKuylfRNzk,creditkarma.com,8654.392442999986,1236.3417775714265
5bc0e10e25c7d7796ebe8fc0,qyvmuhBdndXzlke5:a:sXBeuREsy8H8KnYb,creditkarma.com,4455.830849000007,636.5472641428581
5bc0e10e25c7d7796ebe8fc0,scopely:i:SK2bK2UY3CA4wJyD,scopely.com,13760.796362000121,1965.828051714303
