app_id,account_id,total_spend_7d,daily_spend,app_name
50046b006d791be34e17e959,561e8d936b8d90f61a000ade,49376.77072311657,7053.824389016653,Hay Day IOS
5057845678715d951df74577,561e8d936b8d90f61a0014d2,37230.39238683552,5318.627483833646,Wordfeud
506857fe244c88a76639a514,561e8d936b8d90f61a0014d2,22229.844930372674,3175.692132910382,Wordfeud FREE
5130b34aff10712a34000051,561e8d936b8d90f61a0014ca,11809.249375223175,1687.035625031882,4 Pics 1 Word iOS
515aff900964d0f21f00000e,561e8d936b8d90f61a0014ca,5972.075341359362,853.1536201941946,4 Pics 1 Word Android
51e8f7780f3b8e280700005c,561e8d946b8d90f61a001514,11931.970844664622,1704.5672635235173,Truecaller
5242caf9a4f9e5ad24000009,561e8d946b8d90f61a001509,5662.6991665810965,808.9570237972995,My Talking Tom - Android
524ad17f92fcd29365000006,561e8d936b8d90f61a00134a,11531.8732631519,1647.4104661645572,Jigsaw Collection HD
5255b961b39f75841900000e,561e8d946b8d90f61a001509,6573.326059820967,939.0465799744239,My Talking Tom - appstore
52a764b09fd76a3932000008,561e8d936b8d90f61a000ade,36876.381167083986,5268.05445244057,Hay Day Android
52eb1d5c1fd94b2d1300000c,561e8d936b8d90f61a0006b6,5491.292423550639,784.4703462215199,Plants vs. Zombies 2 iOS
5346f0237963ec4e6a0000c6,561e8d936b8d90f61a000455,73274.48822320306,10467.784031886153,Android Solitaire
5346f0f55cd3b9056a000074,561e8d936b8d90f61a000455,219493.30529333,31356.186470475714,iOS Solitaire
534b34f7b240b36e180000a0,561e8d946b8d90f61a001541,5016.717212947035,716.6738875638621,Private Photo Vault
535ec3d2808374a74e0000e8,561e8d946b8d90f61a0016d5,7913.0299439321025,1130.4328491331576,Flow Free iOS
53d7b79466aa901306000019,561e8d936b8d90f61a000455,50084.104354669325,7154.872050667046,Android Spider
53d7b802ec6bbcff4d000019,561e8d936b8d90f61a000455,20648.87678121843,2949.8395401740613,Android FreeCell
53e0f868838d31b86d00002f,561e8d936b8d90f61a000455,59385.6370323832,8483.6624331976,iOS Spider
53e0f922936129bc6d000033,561e8d936b8d90f61a000455,44352.32097211276,6336.045853158966,iOS FreeCell
542a4bc8e59c024d0b00009b,561e8d946b8d90f61a002087,6434.498432852141,919.2140618360202,Angry Birds Friends iOS
5486f759b55c44932a000145,561e8d966b8d90f61a0039ab,4549.253827586966,649.8934039409951,Trivia Crack iOS
54c63cb2a684cd593e000126,561e8d946b8d90f61a002087,32153.89887878891,4593.414125541273,Angry Birds 2 iOS
54c63cf4a684cd593e000128,561e8d946b8d90f61a002087,10892.079839464019,1556.011405637717,Angry Birds 2 Android
5552167b1f1ac071400000d9,561e8d926b8d90f61a00013e,25350.216224601474,3621.4594606573532,8 Ball Pool iOS Live
55599f8db60c1a3a1900014f,561e8d956b8d90f61a003365,3565.6609411091363,509.3801344441623,Hill Climb Racing
556c6feaf4961f595d00013c,561e8d946b8d90f61a001e51,5598.2135272876985,799.7447896125284,Crafting and Building
556f747e67c16c382100006e,561e8d946b8d90f61a002092,4842.360626616319,691.7658038023312,Solitaire TriPeaks iOS
556f7506790e4e9f32000181,561e8d946b8d90f61a002092,4580.773396976275,654.3961995680393,Solitaire TriPeaks Android
55a4e36aad6c18e83a000159,561e8d926b8d90f61a00013e,37231.75639186093,5318.822341694418,8 Ball Pool
55cd7d5c343bb084400002f2,561e8d976b8d90f61a003fcf,16600.216915183937,2371.459559311991,InShot iOS
56163d74f155120c6d0005df,561e8d976b8d90f61a003fcf,20411.68340671149,2915.9547723873557,InstaShot Video Editor No Crop
5638fa9d45835e485b000008,561e8d936b8d90f61a0006b6,5379.879375684618,768.554196526374,Plants vs. Zombies iOS
56550debff1a19a77b000025,561e8d936b8d90f61a0006b6,5833.416414945919,833.3452021351313,Plants vs. Zombies Android
56a1169c2ef5591f35000023,561e8d936b8d90f61a0006b6,3538.4638344220184,505.4948334888598,SimCity BuildIt iOS
56b8e577819502560b000033,56b2844d24342c3622000032,11794.973933835206,1684.9962762621724,Wattpad Futures - android
56cb247c4c275f425b000054,561e8d976b8d90f61a00418e,14137.192709071904,2019.5989584388433,Block Craft 3D: City Building Simulator
56dfd8e1702a055e0b000019,561e8d946b8d90f61a001509,7377.442109040313,1053.9203012914734,Talking Tom Gold Run - appstore
571de51b3fcc597c3900002e,561e8d946b8d90f61a001509,5340.743325269614,762.9633321813734,Talking Tom Gold Run - Android
5746d3b3bc8494c95b0000be,5746d3108e99b7da740000ad,4269.90606164926,609.9865802356086,FlipDiving
574eb37eba52e5ee5400007a,56cff4d39deefe246000001d,3723.6282849873614,531.9468978553374,The Battle Cats(iOS)
575d1cfa8eee0c91140000be,575d1c861295e1447c0000e5,260789.21768979228,37255.60252711318,Snaptube
5773eb407e454c2e62000065,56cb43391ba696884900000a,6424.6833419673985,917.8119059953426,bubble shooter orig
5785519ef95609d93c00007b,561e8d976b8d90f61a00418e,18267.646580869412,2609.6637972670587,Block Craft: City Building Simulator - Android
57979405fb0fb7fc6e0000a2,579643ec6c081adf5c00004c,130414.51979999966,18630.645685714237,Solitaire Collection Windows
5797949864c72d066f000097,579643ec6c081adf5c00004c,6846.227200000201,978.0324571428858,Mahjong Windows
5798689ea5a73f5568000012,56cb43391ba696884900000a,3954.8137605957995,564.9733943708285,com.ilyondynamics.bubbleShooterClassic_i_1666
579b9dc8b8582d866e000061,579643ec6c081adf5c00004c,66609.35728402856,9515.622469146938,Microsoft Solitaire Collection iOS
579ba0736bccbf375f00007a,579643ec6c081adf5c00004c,29479.420355134494,4211.345765019213,Microsoft Solitaire Collection Android
579c0497be7334703a000072,561e8d966b8d90f61a003414,4548.446036860732,649.7780052658189,Wheel of Fortune - iOS
57ab3a00a16956894a000083,561e8d976b8d90f61a003d96,3577.5137772411617,511.07339674873737,1010! iOS
57bd636e47a977322200001a,561e8d956b8d90f61a0026fb,5629.9601715201725,804.2800245028818,Ludo King
