app_id,app_name,account_id,account_name,total_revenue_7d,daily_revenue
664e2850d8ed690a5fd5d88f,Magic Sort,664e27f28ffbbf0011f1d3b8,Grand Games,68107.77212112583,9729.681731589404
6971dc22d4ba143db9061eec,Rakuten Viber,6920858f3fcd392133e22a59,Rakuten Viber,67667.82798241227,9666.83256891604
6076bd25c69dedee4130b263,Soccer Super Star,583c02c932ec4ba51300037e,Gamegou,66743.85053688058,9534.83579098294
58ed4805d573baf555001be0,Wordscapes GP,561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",66691.505369474,9527.357909924858
661898f2c0c070078a977fb4,Goods Sorting: Match 3 Puzzle iOS PM_1945,5a57133a3610bbb671016ff3,FALCON GLOBAL LTD.,66274.18198523202,9467.740283604575
640554dbf2aab3d34f7b4432,imo_stable,63f725cfaa034900149db38c,Bigo,65848.29592375779,9406.899417679684
6807543f9e0c8ad76e7f0c01,BeSoccer,680748860437920011951532,BeSoccer,65802.61866600113,9400.374095143019
65fbcd09d68917830d40a9d5,zeta iOS,65f02b00af81650011344521,Scatterlab,63328.29778111717,9046.89968301674
6785d3c3d85b8663adee2cba,Screwdom_IOS_com.dino.screwdom,5ce32f41e15f77001148e36d,Zego Global Pte Ltd,62744.887410679105,8963.555344382728
670f6b98238617185a65736c,com.miui.cleaner,66d6b6896f113e001198b89c,Xiaomi Group,62562.4295632343,8937.4899376049
579b9dc8b8582d866e000061,Microsoft Solitaire Collection iOS,579643ec6c081adf5c00004c,Microsoft Casual Games,62365.65617298204,8909.379453283149
69165ca6db8feadf7f6ab9aa,Arrow Puzzle GP,57d1b461ae2b57d903000027,Easybrain Ltd,60014.359174486,8573.479882069429
5ae1d7c5cf3ad762761bbca1,Badoo - Free Chat & Dating App,5aafdd4a0520357fabf54aa6,Badoo,57841.42682587045,8263.06097512435
67f64bb2ee3e8a4c67ae7434,Bubble Buster,634d301fa3774b001b7c0dbc,ToGather Fun Limited,57624.87376019213,8232.12482288459
609a2fe4c5d1524132e8e230,Soccer Super Star,583c02c932ec4ba51300037e,Gamegou,57193.45627282152,8170.493753260217
6345c091c17e333ca212effc,PocketFM IOS,6315b8713c59f7001bacf8fb,Pocket Entertainment Services LLC,56814.066020554776,8116.29514579354
5b83e2f3ebcb4a0f62d80e85,Paper.io 2,56d55c72562b9c353800000d,Voodoo,56274.209008969934,8039.172715567133
686cdae238a354d88e4ccb38,Hexa Away_iOS,5b69051b3a5ab61db2c22189,株式会社GOODROID,56001.09414030133,8000.156305757332
59e7db9b598ece421700ded4,Scrabble Go,561e8d966b8d90f61a003414,Scopely,54687.15572432098,7812.45081776014
69e0a6fab6a93be17be970f3,Meowdoku iOS,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,54493.56106015206,7784.79443716458
69b7234c706d591163185603,Bus Rush Fever!,5b69051b3a5ab61db2c22189,株式会社GOODROID,54279.739114614975,7754.248444944997
641bbdc51e0260737618e232,ZenWord iOS,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,54269.180871942815,7752.740124563259
54c63cb2a684cd593e000126,Angry Birds 2 iOS,561e8d946b8d90f61a002087,Rovio,53677.23542394296,7668.176489134709
66b372f5e33c9a548741ff37,Crossword Master IOS,57d1b461ae2b57d903000027,Easybrain Ltd,53623.340137511186,7660.477162501598
5c1dea438aa5b200174b0a72,Words Of Wonders - Android,5bb6123fa4ae3604537ad781,Fugo Games,52407.356268992764,7486.765181284681
68f7eda0b65407fe11cbcc7c,Arrow Out,5f064bf93191d60018f0fd5a,Lion Studios,52317.8051747149,7473.972167816414
53e0f922936129bc6d000033,iOS FreeCell,561e8d936b8d90f61a000455,Mobility Ware,51444.94308779474,7349.2775839706765
5aafe5c62567717fa575bfc1,Badoo - The Dating App,5aafdd4a0520357fabf54aa6,Badoo,50942.06385327933,7277.437693325619
6623f108853bc6953cc5709d,BeReal iOS,56d55c72562b9c353800000d,Voodoo,50537.22031901001,7219.602902715716
5936ce6ff2dd8a5e180008f4,Wattpad_iOS_Interstitial,56b2844d24342c3622000032,Wattpad,48714.61859159639,6959.231227370912
69fa1fa13d225f31f458c6ed,Cannon Fest,69fa1edb63ed3b5eefe8c177,Flow Games Bilisim Yazilim ve Pazar,48291.69567223918,6898.813667462739
68762a46e27c18d19b12edde,Sled Surfers iOS_CL,59e4bb543f0fa9a20900afa3,TabTale LTD,48099.53579913349,6871.36225701907
62b055e06894d1a44ef4d3a7,1Weather Android,626a9cd05d54fa0018b746b3,InMobi,48020.599064603266,6860.085580657609
66d6b892e6845db6f88fb048,com.xiaomi.mipicks,66d6b6896f113e001198b89c,Xiaomi Group,47906.45621056882,6843.779458652688
5ee96179d43e3a0001751cb0,Android Spades,561e8d936b8d90f61a000455,Mobility Ware,47872.220714546405,6838.888673506629
62314e03f09a34c4383095da,Pure Tuber,622f25f89bc0cb0014c6c06f,individual,47868.315441489234,6838.330777355605
5d3ad25290f20b00179e1c0e,扫描全能王-iOS,5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",47777.726741254446,6825.389534464921
68fa0df4c4da864926b0e4ff,Seekee - Ai Search & Assistant,68fa0d672fef766b2dac5f75,"SEEKEEHORIZON TECHNOLOGY (HK) CO,",47615.132017004944,6802.161716714992
68ee72e79797ab8c2943d2d9,Pixel Flow!,68ed0a0c4cac2a9dc3250a10,Loom Games Oyun Yazilim ve Pazarlam,47460.467343941535,6780.066763420219
69b118dd3e8180318ca50a41,ReelMoment,674d6cfd2f5be200113e4217,Chengdu Xishangmeishu technology Co,47453.437414843895,6779.062487834842
5be9c1194d3adf04414b15de,Audiomack | Download New Music,5f73ab8ec84db80016b354bb,Audiomack Inc.,47372.210225208735,6767.458603601248
59d39cbfef6627a809002d5b,Sudoku - Classic Logic Puzzle Game,57d1b461ae2b57d903000027,Easybrain Ltd,46817.61851363412,6688.2312162334465
65533abc8ec95628af4f138d,DramaBox,65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,46056.24062464231,6579.462946377474
5c9c7a04d13ede0012e22ff2,Blockudoku IOS,57d1b461ae2b57d903000027,Easybrain Ltd,45377.12125316114,6482.445893308734
6315b8bb85b5a14b0bbc9454,PocketFM Android,6315b8713c59f7001bacf8fb,Pocket Entertainment Services LLC,45189.792628132476,6455.684661161782
6049dfc28457e34b9883e80a,Number Match GP,57d1b461ae2b57d903000027,Easybrain Ltd,44972.16285388026,6424.594693411466
64c35f0db00399b5942add11,Capcut_ios,64c3551f1e5137001122d418,BYTEDANCE PTE LTD,44899.65386295854,6414.236266136934
597b765f20522c9d77000202,PicsArt Photo Studio: Collage Maker & Pic Editor (IOS),59650c95a4e548f217000ead,Picsart Inc,44539.04486601987,6362.720695145696
686299fc79819ef02142b9ce,Flightradar24 Flight Tracker,6862932aaff9d800114174ac,Flightradar24 AB,43231.37165165541,6175.910235950773
68515eedd1432abf30525019,Block Crush GP,683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,43151.45003420215,6164.492862028878
50046b006d791be34e17e959,Hay Day IOS,561e8d936b8d90f61a000ade,Supercell,42751.866887519194,6107.4095553598845
6503642f5551fd9849db7a23,OfferUp Android,650360eb0950ee00114dc484,OfferUp,42240.55682222394,6034.365260317705
