app_id,app_name,account_id,account_name,total_spend_7d,daily_spend
5ee8976e2df77a0001480c94,ZEDGE Wallpapers & Ringtones,5af5b8f9e408f136156e7cae,"Zedge, Inc.",79083.93068690684,11297.704383843835
632cc883144718961252fcd2,Candy Crush Soda Saga_Android,622b9915ac4bf1001715b790,Activision Blizzard Media (King),78375.66257122757,11196.523224461082
685b5c3275c4436861cc7bec,Mahjong - Royal Tiles IOS,67b5bff30471850011443643,HURELAX PTE LTD,77876.21387275099,11125.173410392998
667c14204d6765df32fe9234,Tile Club,5fe2fafd6013fb0015208652,GamoVation,75850.76307509438,10835.823296442055
5b2abc52c4867b46785c2450,Grindr - Android,5b2aad55ec47af23be0124fc,Grindr,75667.16393001597,10809.59484714514
592fc29cc10833a4760012c6,Sudoku - Classic Sudoku Puzzle Game,57d1b461ae2b57d903000027,Easybrain Ltd,75370.80662131755,10767.25808875965
661556bb5b2dea6d39bb0063,Crossword Master GP,57d1b461ae2b57d903000027,Easybrain Ltd,74515.15728097323,10645.022468710462
69437e6fed3b627e3079edb8,NewsBreak: Local News & Alerts,69379d46192ce0aadaecc874,Particle Media Inc,72949.97869548755,10421.425527926793
6111ed034fa8e426cba05ace,Vidmate,6108e1635335b40017097948,new insight,72931.58823029516,10418.798318613595
69b7c74fe797e72329f6938f,zhouwu19894325-gmail-com_com-toplinkc-foxexcellent,6297c4bc012073001b3df035,Yandex Inc.,72922.58160385133,10417.511657693047
661f294d8f28921b7a276537,iCSee,658a2fc2ab2b4800112923f1,HANGZHOU JF SOFTWARE CO LTD,72576.73506870841,10368.105009815486
5af2c576731d33224a6b9f2d,캐시워크 - 돈버는 만보기 잠금화면,5af2ae1e0f25612233aa2819,캐시워크,71748.9451183257,10249.849302617959
686cdae238a354d88e4ccb38,Hexa Away_iOS,5b69051b3a5ab61db2c22189,株式会社GOODROID,71014.60832890586,10144.944046986551
66d6b892e6845db6f88fb048,com.xiaomi.mipicks,66d6b6896f113e001198b89c,Xiaomi Group,70631.85066741717,10090.264381059595
62d5275500cb8a913fd2b4dd,VPN - Super Unlimited Proxy,629f58df585252001b83d5f1,Super Unlimited Inc.,70445.73887365675,10063.676981950965
6266b49b6a7efba7e6ccbbe1,Travel Town iOS,561e8d966b8d90f61a0033c4,Moon Active,69743.27340652708,9963.324772361011
68515eedd1432abf30525019,Block Crush GP,683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,68780.13905247962,9825.73415035423
50046b006d791be34e17e959,Hay Day IOS,561e8d936b8d90f61a000ade,Supercell,65889.97625051279,9412.853750073255
69b1908779865051d32f1222,"Character AI: Chat, Talk, Text",698a6771eea67583ba0bada3,CharacterAI,64506.87182022577,9215.267402889396
53e0f868838d31b86d00002f,iOS Spider,561e8d936b8d90f61a000455,Mobility Ware,64176.30291296926,9168.043273281322
69437dbc01d2a42bf6087b8f,Scoopz: Your People Your Video,69379d46192ce0aadaecc874,Particle Media Inc,63848.80173035932,9121.257390051333
62314e03f09a34c4383095da,Pure Tuber,622f25f89bc0cb0014c6c06f,individual,63619.916907770355,9088.559558252908
67d272dadc73e19db732c198,SmartNews iOS,67d0848db62d6b0011ccb35e,SmartNews,63344.72382612429,9049.2462608749
632cc65fb9383affd1497167,Farm Heroes Saga_Android,622b9915ac4bf1001715b790,Activision Blizzard Media (King),62644.214486935605,8949.173498133658
640554dbf2aab3d34f7b4432,imo_stable,63f725cfaa034900149db38c,Bigo,61246.8139572393,8749.544851034185
62f26e8e348007e331ea2907,Dream League Soccer,6247027c20721a0018bb6528,First Touch Games,60462.890741232535,8637.555820176076
671654af58450cca797bb25d,Vinted Android,670cfa366f113e00119a799f,Vinted,60268.39121804892,8609.770174006988
68f7eda0b65407fe11cbcc7c,Arrow Out,5f064bf93191d60018f0fd5a,Lion Studios,60236.002646016714,8605.143235145244
698a67f2da615c18d6dab1bd,Character.ai,698a6771eea67583ba0bada3,CharacterAI,59590.05325429414,8512.864750613448
632cc7ff0c0bbbf867b264ab,Candy Crush Soda Saga_iOS,622b9915ac4bf1001715b790,Activision Blizzard Media (King),59347.37317981958,8478.196168545654
5ee009ec8ca79a00013f1b95,IOS Spades,561e8d936b8d90f61a000455,Mobility Ware,57417.95099902798,8202.564428432568
6785d3c3d85b8663adee2cba,Screwdom_IOS_com.dino.screwdom,5ce32f41e15f77001148e36d,Zego Global Pte Ltd,57046.59148262702,8149.513068946717
67b5f7021be9345ad181a7d8,Sofascore IOS,67b5b2c077bd1c00117b9adc,Sofa IT doo,56473.81830027305,8067.688328610436
68515f1b9f7ebc7d027598ec,Block Crush iOS,683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,54775.01446264408,7825.002066092012
689c4f436dce1f7513be19b9,Arrows – Puzzle Escape,6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),54074.043490150936,7724.863355735848
5ae1d7c5cf3ad762761bbca1,Badoo - Free Chat & Dating App,5aafdd4a0520357fabf54aa6,Badoo,53671.12820069176,7667.304028670252
58ed4805d573baf555001be0,Wordscapes GP,561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",53641.34731879902,7663.049616971288
5346f0237963ec4e6a0000c6,Android Solitaire,561e8d936b8d90f61a000455,Mobility Ware,53263.29144075232,7609.041634393188
684fe594c195c4600e876f24,AND | Flashscore: Live Scores & News,684c3af4806ba9001147f9cd,Livesport sro,53226.413844804556,7603.773406400651
59e7dc15a81a003c1700ebfe,Scrabble Go,561e8d966b8d90f61a003414,Scopely,52845.992581040824,7549.427511577261
65fbcd09d68917830d40a9d5,zeta iOS,65f02b00af81650011344521,Scatterlab,52590.03537331921,7512.862196188458
52a764b09fd76a3932000008,Hay Day Android,561e8d936b8d90f61a000ade,Supercell,52063.03291193483,7437.576130276405
67f64bb2ee3e8a4c67ae7434,Bubble Buster,634d301fa3774b001b7c0dbc,ToGather Fun Limited,51561.986427067095,7365.998061009585
623a9298a2335a0f5b77a0aa,LINE：ディズニーツムツム,5efeed113191d60018f0f4e0,LY Corporation,51408.5227358321,7344.074676547442
67e2464166c089d2cb4950a7,V380 Pro,67e22d64b039580011378f33,"Guangzhou Hongshi information Technology Co., Ltd.",51364.43195667224,7337.77599381032
68762a46e27c18d19b12edde,Sled Surfers iOS_CL,59e4bb543f0fa9a20900afa3,TabTale LTD,51241.41777666785,7320.202539523978
5be9c1194d3adf04414b15de,Audiomack | Download New Music,5f73ab8ec84db80016b354bb,Audiomack Inc.,50656.7974955447,7236.685356506386
6267b266886bc70496f956fa,Travel Town Android,561e8d966b8d90f61a0033c4,Moon Active,50241.712939139674,7177.3875627342395
661898f2c0c070078a977fb4,Goods Sorting: Match 3 Puzzle iOS PM_1945,5a57133a3610bbb671016ff3,FALCON GLOBAL LTD.,49986.00412300906,7140.857731858437
5aafe5c62567717fa575bfc1,Badoo - The Dating App,5aafdd4a0520357fabf54aa6,Badoo,49355.57154004895,7050.795934292707
5b83e2f3ebcb4a0f62d80e85,Paper.io 2,56d55c72562b9c353800000d,Voodoo,48484.75590103573,6926.393700147962
65714019a5cc307500171031,ShortTV,655c62f25942160011cb5305,SHUNYOU PTE LTD,48255.92122012391,6893.703031446274
62a0dc1c93d8b90a44a85847,TextNow iOS,622a3f10c690c40013e4728e,TextNow,47761.997250493914,6823.142464356273
597b765f20522c9d77000202,PicsArt Photo Studio: Collage Maker & Pic Editor (IOS),59650c95a4e548f217000ead,Picsart Inc,47096.347605452786,6728.049657921826
67b5f446390c720c73a0e3f3,Sofascore android,67b5b2c077bd1c00117b9adc,Sofa IT doo,47024.9967778357,6717.8566825479575
66e0363553834547abf558a2,FotMob iOS,66e0182c82571e00117d2acb,FotMob AS,46992.86582978077,6713.266547111539
641bbdc51e0260737618e232,ZenWord iOS,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,46713.27653021623,6673.325218602318
5d8977f0c8e0320017598a33,Turbo,5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,45751.96913003261,6535.995590004658
6257f8967c1864a5b530fda2,GoTube,624fcf9241887a0018618c00,GoTube Studio,45268.35238147107,6466.907483067296
5c1dea438aa5b200174b0a72,Words Of Wonders - Android,5bb6123fa4ae3604537ad781,Fugo Games,44103.305922884305,6300.472274697758
59e7db9b598ece421700ded4,Scrabble Go,561e8d966b8d90f61a003414,Scopely,43799.601756049626,6257.085965149947
579b9dc8b8582d866e000061,Microsoft Solitaire Collection iOS,579643ec6c081adf5c00004c,Microsoft Casual Games,43520.441508664466,6217.205929809209
53e0f922936129bc6d000033,iOS FreeCell,561e8d936b8d90f61a000455,Mobility Ware,43220.0336512633,6174.290521609043
5936ce6ff2dd8a5e180008f4,Wattpad_iOS_Interstitial,56b2844d24342c3622000032,Wattpad,42959.26499190404,6137.037855986292
686299fc79819ef02142b9ce,Flightradar24 Flight Tracker,6862932aaff9d800114174ac,Flightradar24 AB,42607.44949415511,6086.778499165016
6276cb2872361e0c07c98cec,Geometry Dash Lite,6276c973f70e7c001895be79,RobTop Games AB,42110.54670047372,6015.792385781961
6503642f5551fd9849db7a23,OfferUp Android,650360eb0950ee00114dc484,OfferUp,42070.54205563424,6010.077436519177
6807543f9e0c8ad76e7f0c01,BeSoccer,680748860437920011951532,BeSoccer,41693.61089967349,5956.230128524784
5fdfae0fc5d4c9ab8efa6701,Number Match IOS,57d1b461ae2b57d903000027,Easybrain Ltd,41376.67185051075,5910.953121501536
6553382acf969be4de4d9be6,DramaBox,65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,41084.365326292675,5869.195046613239
54c63cb2a684cd593e000126,Angry Birds 2 iOS,561e8d946b8d90f61a002087,Rovio,40485.897719878,5783.699674268285
68fa0df4c4da864926b0e4ff,Seekee - Ai Search & Assistant,68fa0d672fef766b2dac5f75,"SEEKEEHORIZON TECHNOLOGY (HK) CO,",39849.91524114715,5692.845034449593
64f7008818744ab0e0841919,Shareit Android,5f687c6436ca1e0016d5fd6d,INJOY TECHNOLOGY PTE.LTD.,38702.21706003341,5528.888151433343
65533abc8ec95628af4f138d,DramaBox,65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,38618.14203592536,5516.877433703623
5d3ad25290f20b00179e1c0e,扫描全能王-iOS,5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",38377.604788224715,5482.514969746388
603cf6d080c4a228357168ea,Happy Color iOS (NEW),5b1526a7de961d3317b1d475,X-FLOW LTD,38376.545453140396,5482.363636162913
6049dfc28457e34b9883e80a,Number Match GP,57d1b461ae2b57d903000027,Easybrain Ltd,38219.724742274484,5459.960677467783
68ee72e79797ab8c2943d2d9,Pixel Flow!,68ed0a0c4cac2a9dc3250a10,Loom Games Oyun Yazilim ve Pazarlam,37373.01430031786,5339.002042902552
55a4e36aad6c18e83a000159,8 Ball Pool,561e8d926b8d90f61a00013e,Miniclip SA,35492.20147962817,5070.314497089739
609a2fe4c5d1524132e8e230,Soccer Super Star,583c02c932ec4ba51300037e,Gamegou,35283.84688046084,5040.549554351549
5e4e66ea60ce6a001791d156,Subway Surfers (Non-COPPA),5c52bd6ffbeb402419bef87d,SYBO Games,35267.70567781685,5038.24366825955
67d272b5dc73e19db732c193,SmartNews,67d0848db62d6b0011ccb35e,SmartNews,35266.55647761487,5038.079496802124
66a8f6c8aac742b8e38fce3d,Gocrypto,66a8f651514c00001147b0d5,Clickfun Limited,35231.46741722849,5033.066773889784
579ba0736bccbf375f00007a,Microsoft Solitaire Collection Android,579643ec6c081adf5c00004c,Microsoft Casual Games,35117.04355387324,5016.720507696177
59d39cbfef6627a809002d5b,Sudoku - Classic Logic Puzzle Game,57d1b461ae2b57d903000027,Easybrain Ltd,34714.11951611801,4959.1599308740015
5cb99eb2e520d93f2a43c588,Jigsaw Puzzles Android,57d1b461ae2b57d903000027,Easybrain Ltd,34412.91626444914,4916.130894921305
53d7b79466aa901306000019,Android Spider,561e8d936b8d90f61a000455,Mobility Ware,34181.9715862669,4883.138798038129
6487cb65721f160ac5302d11,GoodReels-Android,63e35991bbe8fa0014380604,Singapore New Reading Technology Pt,33653.71423081566,4807.673461545094
66c4140316d72e3cce1c86f1,NetShort_Andorid,66bf1c62ddea6f0011b313a9,NETSTORY PTE LTD,32833.00934332788,4690.429906189697
6968b4cfde96560c91c4c11a,mliu43734-gmail-com_com-fly-ultra-free-vpn-high,6297c4bc012073001b3df035,Yandex Inc.,32175.14027882478,4596.448611260683
6971dc22d4ba143db9061eec,Rakuten Viber,6920858f3fcd392133e22a59,Rakuten Viber,31950.90523043026,4564.415032918609
5f33efea7aae9f000162155d,Art Puzzle GP,57d1b461ae2b57d903000027,Easybrain Ltd,31905.660945623305,4557.951563660472
5a777f42d76bfe102f007091,Happy Color Android - Paint by Number,5b1526a7de961d3317b1d475,X-FLOW LTD,31558.550089353994,4508.364298479142
66b372f5e33c9a548741ff37,Crossword Master IOS,57d1b461ae2b57d903000027,Easybrain Ltd,31365.431958034627,4480.775994004946
685f12acc91f8ce8aec2fd7c,The Weather Channel - Radar,685efaf2892f9d0011d7b87f,The Weather Company,31108.175103509468,4444.0250147870665
6728dbd37b3ea5a17e5d21d4,#news,64afadea4da41800114faaeb,Unity - Americas,30855.593407124987,4407.94191530357
6385c45b882d129fcf7cb6d9,Merge Cooking-IOS,63857a9148202e00149fcb08,Happibits Technologies Pte Ltd,30638.006444898772,4376.858063556968
6707900e901d39379d5ad723,Android 365Scores: Live Scores & News,67078359be02e20011a686ec,365scores,30623.09513295298,4374.72787613614
6901057909203de1195afec1,com.arrow.out,5f064bf93191d60018f0fd5a,Lion Studios,30472.287123885,4353.183874840714
5a540f51d49ac43a0c011741,color by number FGFF,561e8d976b8d90f61a00418e,FGFF,30255.266741336585,4322.180963048084
61ee350cd1b617148c976a59,Wordle!,5f064bf93191d60018f0fd5a,Lion Studios,30140.30811276687,4305.758301823838
5057845678715d951df74577,Wordfeud,561e8d936b8d90f61a0014d2,Bertheussen IT,30066.833376221228,4295.261910888747
5bce9cde53cf5c0014ea9158,Word Trip Android,568b8cb3bb2089a80600000a,Playsimple Games,29724.836270382482,4246.405181483212
67036259901d39379d5ac7ba,Woodoku Blast iOS,5c05196699e4374b87bda3b9,Tripledot Studios,29716.545606159005,4245.220800879858
625d3d93b090bdfbd3c527c0,Word Search Explorer,568b8cb3bb2089a80600000a,Playsimple Games,29676.309985873806,4239.472855124829
64c35f0db00399b5942add11,Capcut_ios,64c3551f1e5137001122d418,BYTEDANCE PTE LTD,29610.269511786668,4230.03850168381
5c505bc01d8afc08c9a4e14e,Crossword Jam,568b8cb3bb2089a80600000a,Playsimple Games,29370.06260557541,4195.723229367916
69845ea1e6f73fe2b5840739,Arrows GO! Android,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,29368.694537132902,4195.527791018986
6295ff7c3987b19e74b43c3e,Geometry Dash Lite Android,6276c973f70e7c001895be79,RobTop Games AB,29189.17219244752,4169.8817417782175
68995e633f6852ed61a9e227,Wool Crush,634d301fa3774b001b7c0dbc,ToGather Fun Limited,29071.088625214445,4153.012660744921
5df90b5c66091a78d5815e82,Blackjack Casino iOS,5c05196699e4374b87bda3b9,Tripledot Studios,28921.927502835468,4131.703928976495
6306068eadc5c5493fa01c91,MX Player 11,62f234d9f81a3c001bde7c25,MX Player,28737.03824063234,4105.291177233192
6303b36532b01d410e2d4eda,Parchisi STAR Android,62f4b9c1a0cd3e00172cfe1c,Gameberry Labs Private Limited,28634.92341645094,4090.703345207277
