domain,rtb_account_id,country,network_spend_7d,network_daily_spend,route_key
rakuten.co.jp,5e8e56f8fc8d4200150b3c16,JP,19994.86107428256,2856.4087,"('rakuten.co.jp', '5e8e56f8fc8d4200150b3c16', 'JP')"
temu.com,5f6413c9612b1a0015099993,FR,19922.595859320783,2846.0851,"('temu.com', '5f6413c9612b1a0015099993', 'FR')"
shopee.co.id,645a4ac71263430014fc0a33,ID,19888.848401978994,2841.2641,"('shopee.co.id', '645a4ac71263430014fc0a33', 'ID')"
lessmore.games,5f6413c9612b1a0015099993,TR,19740.126906025645,2820.0181,"('lessmore.games', '5f6413c9612b1a0015099993', 'TR')"
modmingletech.com,60bdc983a982ad0017edb6f7,US,19711.447064626995,2815.921,"('modmingletech.com', '60bdc983a982ad0017edb6f7', 'US')"
mintegral.com,60bdc983a982ad0017edb6f7,RU,19710.43073574507,2815.7758,"('mintegral.com', '60bdc983a982ad0017edb6f7', 'RU')"
dreamgames.com,5bc0e10e25c7d7796ebe8fc0,US,19559.729983999958,2794.2471,"('dreamgames.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
casino.betway.com,5f6413c9612b1a0015099993,GB,19479.43970326886,2782.7771,"('casino.betway.com', '5f6413c9612b1a0015099993', 'GB')"
shopee.co.id,5e56893e6c71d40018de3ad1,ID,19433.983921419145,2776.2834,"('shopee.co.id', '5e56893e6c71d40018de3ad1', 'ID')"
coupang.com,645a4ac71263430014fc0a33,KR,19377.367914036735,2768.1954,"('coupang.com', '645a4ac71263430014fc0a33', 'KR')"
29h77.com,5f6413c9612b1a0015099993,BR,19366.622463184685,2766.6604,"('29h77.com', '5f6413c9612b1a0015099993', 'BR')"
peak.com,5f6413c9612b1a0015099993,US,19276.047524637113,2753.7211,"('peak.com', '5f6413c9612b1a0015099993', 'US')"
kashkick.com,5f6413c9612b1a0015099993,US,19219.97000164709,2745.71,"('kashkick.com', '5f6413c9612b1a0015099993', 'US')"
crowncoinscasino.com,5bc0e10e25c7d7796ebe8fc0,US,18910.760941000026,2701.5373,"('crowncoinscasino.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
shein.com,5e56893e6c71d40018de3ad1,US,18906.348194704366,2700.9069,"('shein.com', '5e56893e6c71d40018de3ad1', 'US')"
dreamgames.com,5f6413c9612b1a0015099993,KR,18862.060675496934,2694.5801,"('dreamgames.com', '5f6413c9612b1a0015099993', 'KR')"
shopee.com,60bdc983a982ad0017edb6f7,ID,18851.86989203405,2693.1243,"('shopee.com', '60bdc983a982ad0017edb6f7', 'ID')"
temu.com,5f6413c9612b1a0015099993,ES,18840.239809702936,2691.4628,"('temu.com', '5f6413c9612b1a0015099993', 'ES')"
66pk8888.com,5f6413c9612b1a0015099993,PK,18733.26736498984,2676.1811,"('66pk8888.com', '5f6413c9612b1a0015099993', 'PK')"
higgsgame.com,5f9b336ea3b86126bbdb3aa1,ID,18588.90492790139,2655.5578,"('higgsgame.com', '5f9b336ea3b86126bbdb3aa1', 'ID')"
temu.com,618a29d9ef3f360017e9acca,IL,18574.474197979373,2653.4963,"('temu.com', '618a29d9ef3f360017e9acca', 'IL')"
ligastavok.ru,5f6413c9612b1a0015099993,RU,18462.11796755095,2637.4454,"('ligastavok.ru', '5f6413c9612b1a0015099993', 'RU')"
temu.com,5f6413c9612b1a0015099993,MX,18457.07734142166,2636.7253,"('temu.com', '5f6413c9612b1a0015099993', 'MX')"
drugvokrug.ru,618a29d9ef3f360017e9acca,RU,18317.93762024265,2616.8482,"('drugvokrug.ru', '618a29d9ef3f360017e9acca', 'RU')"
dreamgames.com,5f6413c9612b1a0015099993,DE,18241.231465103276,2605.8902,"('dreamgames.com', '5f6413c9612b1a0015099993', 'DE')"
temu.com,618a29d9ef3f360017e9acca,ZA,18137.33679730198,2591.0481,"('temu.com', '618a29d9ef3f360017e9acca', 'ZA')"
selflender.com,5f6413c9612b1a0015099993,US,18099.19618798825,2585.5995,"('selflender.com', '5f6413c9612b1a0015099993', 'US')"
amazon.de,66cde67e3db5f70011e66c74,DE,17956.582700000014,2565.2261,"('amazon.de', '66cde67e3db5f70011e66c74', 'DE')"
shein.com,5e89fcef428f870016d9e994,GB,17936.40452401999,2562.3435,"('shein.com', '5e89fcef428f870016d9e994', 'GB')"
global.e.mi.com,63217c5d436480001cd32ae4,TR,17844.786546763495,2549.2552,"('global.e.mi.com', '63217c5d436480001cd32ae4', 'TR')"
pinterest.com,5f6413c9612b1a0015099993,US,17829.99202734974,2547.1417,"('pinterest.com', '5f6413c9612b1a0015099993', 'US')"
hungrystudio.com,5bc0e10e25c7d7796ebe8fc0,US,17773.217021000033,2539.031,"('hungrystudio.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
bonprix.de,645a4ac71263430014fc0a33,DE,17656.74113261099,2522.3916,"('bonprix.de', '645a4ac71263430014fc0a33', 'DE')"
revolut.com,5f6413c9612b1a0015099993,BE,17623.98797233316,2517.7126,"('revolut.com', '5f6413c9612b1a0015099993', 'BE')"
revolut.com,5f6413c9612b1a0015099993,PL,17449.704074559675,2492.8149,"('revolut.com', '5f6413c9612b1a0015099993', 'PL')"
grand.gs,5f6413c9612b1a0015099993,DE,17435.279972034943,2490.7543,"('grand.gs', '5f6413c9612b1a0015099993', 'DE')"
zzzz2233.com,5f6413c9612b1a0015099993,BR,17372.70275403287,2481.8147,"('zzzz2233.com', '5f6413c9612b1a0015099993', 'BR')"
temu.com,67055dc40f05bd0011e279ae,CR,17334.809791928565,2476.4014,"('temu.com', '67055dc40f05bd0011e279ae', 'CR')"
temu.com,67055dc40f05bd0011e279ae,DO,17293.811912196383,2470.5446,"('temu.com', '67055dc40f05bd0011e279ae', 'DO')"
jackpotjoy.com,5f6413c9612b1a0015099993,GB,17040.20174201743,2434.3145,"('jackpotjoy.com', '5f6413c9612b1a0015099993', 'GB')"
temu.com,618a29d9ef3f360017e9acca,AR,16917.133397679278,2416.7333,"('temu.com', '618a29d9ef3f360017e9acca', 'AR')"
global.e.mi.com,63217c5d436480001cd32ae4,ID,16913.358498328118,2416.1941,"('global.e.mi.com', '63217c5d436480001cd32ae4', 'ID')"
getyourguide.com,645a4ac71263430014fc0a33,FR,16913.051186863097,2416.1502,"('getyourguide.com', '645a4ac71263430014fc0a33', 'FR')"
timee.co.jp,645a4ac71263430014fc0a33,JP,16897.317886915094,2413.9026,"('timee.co.jp', '645a4ac71263430014fc0a33', 'JP')"
cargurus.com,5f6413c9612b1a0015099993,US,16852.978629850128,2407.5684,"('cargurus.com', '5f6413c9612b1a0015099993', 'US')"
centurygame.com,5bc0e10e25c7d7796ebe8fc0,US,16844.76022999998,2406.3943,"('centurygame.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
mintegral.com,60bdc983a982ad0017edb6f7,ID,16809.562259659975,2401.366,"('mintegral.com', '60bdc983a982ad0017edb6f7', 'ID')"
org.nustaronline.games,5e89fcef428f870016d9e994,PH,16631.32230594996,2375.9032,"('org.nustaronline.games', '5e89fcef428f870016d9e994', 'PH')"
tiktok.com,5f6413c9612b1a0015099993,PH,16602.91512996181,2371.845,"('tiktok.com', '5f6413c9612b1a0015099993', 'PH')"
temu.com,5f6413c9612b1a0015099993,PE,16580.556747374005,2368.651,"('temu.com', '5f6413c9612b1a0015099993', 'PE')"
tiktok.com,5e56893e6c71d40018de3ad1,TH,16245.362735495946,2320.7661,"('tiktok.com', '5e56893e6c71d40018de3ad1', 'TH')"
binance.com,5f6413c9612b1a0015099993,CN,16186.943793379778,2312.4205,"('binance.com', '5f6413c9612b1a0015099993', 'CN')"
temu.com,5f8f4996f2a95d39439fccf1,US,16143.610044556055,2306.23,"('temu.com', '5f8f4996f2a95d39439fccf1', 'US')"
yahoo.co.jp,5f6413c9612b1a0015099993,JP,16009.902311177295,2287.1289,"('yahoo.co.jp', '5f6413c9612b1a0015099993', 'JP')"
pocket7games.com,60c86e9b217f2400175cfe6b,US,15994.133483000003,2284.8762,"('pocket7games.com', '60c86e9b217f2400175cfe6b', 'US')"
jjwin3.com,5f6413c9612b1a0015099993,PK,15916.79211339524,2273.8274,"('jjwin3.com', '5f6413c9612b1a0015099993', 'PK')"
king.com,5f6413c9612b1a0015099993,FR,15803.774336174667,2257.682,"('king.com', '5f6413c9612b1a0015099993', 'FR')"
tiktok.com,5bc0e10e25c7d7796ebe8fc0,GB,15795.181390999953,2256.4545,"('tiktok.com', '5bc0e10e25c7d7796ebe8fc0', 'GB')"
google.com,5bc0e10e25c7d7796ebe8fc0,IN,15790.395459000036,2255.7708,"('google.com', '5bc0e10e25c7d7796ebe8fc0', 'IN')"
rollicgames.com,5f6413c9612b1a0015099993,US,15768.354308002014,2252.622,"('rollicgames.com', '5f6413c9612b1a0015099993', 'US')"
royal.dominoislandgame.com,5f6413c9612b1a0015099993,ID,15748.163355252673,2249.7376,"('royal.dominoislandgame.com', '5f6413c9612b1a0015099993', 'ID')"
lessmore.games,5f6413c9612b1a0015099993,IN,15649.981151370994,2235.7116,"('lessmore.games', '5f6413c9612b1a0015099993', 'IN')"
brani888.com,5fffe796e4fa2100156e364a,ID,15621.107040201392,2231.5867,"('brani888.com', '5fffe796e4fa2100156e364a', 'ID')"
revolut.com,5f6413c9612b1a0015099993,NL,15563.98450101956,2223.4264,"('revolut.com', '5f6413c9612b1a0015099993', 'NL')"
evamobi.com,60bdc983a982ad0017edb6f7,RU,15563.121396882969,2223.3031,"('evamobi.com', '60bdc983a982ad0017edb6f7', 'RU')"
global.e.mi.com,63217c5d436480001cd32ae4,MX,15520.465070438611,2217.2093,"('global.e.mi.com', '63217c5d436480001cd32ae4', 'MX')"
temu.com,618a29d9ef3f360017e9acca,KR,15460.54545394522,2208.6494,"('temu.com', '618a29d9ef3f360017e9acca', 'KR')"
com.godlike,5f6413c9612b1a0015099993,US,15448.868172929499,2206.9812,"('com.godlike', '5f6413c9612b1a0015099993', 'US')"
playrix.com,5bc0e10e25c7d7796ebe8fc0,US,15382.593010000048,2197.5133,"('playrix.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
aipushok.com,5f6413c9612b1a0015099993,BR,15364.958570449693,2194.9941,"('aipushok.com', '5f6413c9612b1a0015099993', 'BR')"
king.com,5f6413c9612b1a0015099993,AU,15358.116651365792,2194.0167,"('king.com', '5f6413c9612b1a0015099993', 'AU')"
fl8mz79i.com,65b7e5c3d5f847001169024b,BR,15266.210239196178,2180.8872,"('fl8mz79i.com', '65b7e5c3d5f847001169024b', 'BR')"
freecash.com,5bc0e10e25c7d7796ebe8fc0,US,15191.821745999974,2170.2602,"('freecash.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
yandex.ru,63d743e53639240014ba0ddd,RU,15114.484350791938,2159.2121,"('yandex.ru', '63d743e53639240014ba0ddd', 'RU')"
nianticlabs.com,5f6413c9612b1a0015099993,KR,15053.529018805231,2150.5041,"('nianticlabs.com', '5f6413c9612b1a0015099993', 'KR')"
rovio.com,5f6413c9612b1a0015099993,US,15052.948866432253,2150.4213,"('rovio.com', '5f6413c9612b1a0015099993', 'US')"
images.9234423.com,5f6413c9612b1a0015099993,BD,15034.855110112549,2147.8364,"('images.9234423.com', '5f6413c9612b1a0015099993', 'BD')"
ca.sugarbush.jackpotcity,5f6413c9612b1a0015099993,CA,15030.528394318713,2147.2183,"('ca.sugarbush.jackpotcity', '5f6413c9612b1a0015099993', 'CA')"
temu.com,5f6413c9612b1a0015099993,KR,14988.073117316952,2141.1533,"('temu.com', '5f6413c9612b1a0015099993', 'KR')"
otto.de,645a4ac71263430014fc0a33,DE,14894.887659479991,2127.8411,"('otto.de', '645a4ac71263430014fc0a33', 'DE')"
tiktok.com,5f6413c9612b1a0015099993,ZA,14888.68291668152,2126.9547,"('tiktok.com', '5f6413c9612b1a0015099993', 'ZA')"
snap.com,5f6413c9612b1a0015099993,GT,14882.016045769004,2126.0023,"('snap.com', '5f6413c9612b1a0015099993', 'GT')"
esim.holafly.com,5f6413c9612b1a0015099993,ES,14836.359089141712,2119.4799,"('esim.holafly.com', '5f6413c9612b1a0015099993', 'ES')"
revolut.com,5f6413c9612b1a0015099993,RO,14819.124334400156,2117.0178,"('revolut.com', '5f6413c9612b1a0015099993', 'RO')"
dropbox.com,5f6413c9612b1a0015099993,US,14787.90866195865,2112.5584,"('dropbox.com', '5f6413c9612b1a0015099993', 'US')"
tiktok.com,5f6413c9612b1a0015099993,CA,14742.612741830852,2106.0875,"('tiktok.com', '5f6413c9612b1a0015099993', 'CA')"
carfax.com,645a4ac71263430014fc0a33,US,14730.870080684184,2104.41,"('carfax.com', '645a4ac71263430014fc0a33', 'US')"
esim.holafly.com,5f6413c9612b1a0015099993,MX,14671.038572029269,2095.8627,"('esim.holafly.com', '5f6413c9612b1a0015099993', 'MX')"
trendyol.com,645a4ac71263430014fc0a33,RO,14599.444209346204,2085.6349,"('trendyol.com', '645a4ac71263430014fc0a33', 'RO')"
roletapixbr.com,65b7e5c3d5f847001169024b,BR,14570.078943575849,2081.4398,"('roletapixbr.com', '65b7e5c3d5f847001169024b', 'BR')"
jeulover.com,5f6413c9612b1a0015099993,US,14498.968302110736,2071.2812,"('jeulover.com', '5f6413c9612b1a0015099993', 'US')"
papayagaming.com,60c86e9b217f2400175cfe6b,US,14477.198562999996,2068.1712,"('papayagaming.com', '60c86e9b217f2400175cfe6b', 'US')"
global.e.mi.com,63217c5d436480001cd32ae4,RU,14471.018492033749,2067.2884,"('global.e.mi.com', '63217c5d436480001cd32ae4', 'RU')"
dreamgames.com,5bc0e10e25c7d7796ebe8fc0,JP,14418.783618000045,2059.8262,"('dreamgames.com', '5bc0e10e25c7d7796ebe8fc0', 'JP')"
temu.com,618a29d9ef3f360017e9acca,CL,14362.520223650392,2051.7886,"('temu.com', '618a29d9ef3f360017e9acca', 'CL')"
1q198dzp.com,65b7e5c3d5f847001169024b,BR,14350.027018955248,2050.0039,"('1q198dzp.com', '65b7e5c3d5f847001169024b', 'BR')"
onyx-odds.com,5f6413c9612b1a0015099993,US,14306.616189807986,2043.8023,"('onyx-odds.com', '5f6413c9612b1a0015099993', 'US')"
winline.ru,5f6413c9612b1a0015099993,RU,14236.49052145196,2033.7844,"('winline.ru', '5f6413c9612b1a0015099993', 'RU')"
virgingames.com,5f6413c9612b1a0015099993,GB,14224.236378262023,2032.0338,"('virgingames.com', '5f6413c9612b1a0015099993', 'GB')"
king.com,60770b778d0e4a0015f20ea9,US,14127.822405189996,2018.2603,"('king.com', '60770b778d0e4a0015f20ea9', 'US')"
shopee.com.my,5e89fcef428f870016d9e994,MY,14073.18192084998,2010.4546,"('shopee.com.my', '5e89fcef428f870016d9e994', 'MY')"
crypto.com,5f6413c9612b1a0015099993,US,14055.90648005932,2007.9866,"('crypto.com', '5f6413c9612b1a0015099993', 'US')"
lessmore.games,5f6413c9612b1a0015099993,CA,13983.746526359555,1997.6781,"('lessmore.games', '5f6413c9612b1a0015099993', 'CA')"
revolut.com,5f6413c9612b1a0015099993,SE,13951.3609985422,1993.0516,"('revolut.com', '5f6413c9612b1a0015099993', 'SE')"
revolut.com,5f6413c9612b1a0015099993,PT,13881.242348892836,1983.0346,"('revolut.com', '5f6413c9612b1a0015099993', 'PT')"
underdogfantasy.com,5f6413c9612b1a0015099993,US,13797.40924140492,1971.0585,"('underdogfantasy.com', '5f6413c9612b1a0015099993', 'US')"
temu.com,5f6413c9612b1a0015099993,AU,13672.82840099624,1953.2612,"('temu.com', '5f6413c9612b1a0015099993', 'AU')"
snap.com,5f6413c9612b1a0015099993,DO,13631.864461435685,1947.4092,"('snap.com', '5f6413c9612b1a0015099993', 'DO')"
luckyday.com,5f6413c9612b1a0015099993,US,13630.535571631564,1947.2194,"('luckyday.com', '5f6413c9612b1a0015099993', 'US')"
mf.cola,5f6413c9612b1a0015099993,US,13625.323900474898,1946.4748,"('mf.cola', '5f6413c9612b1a0015099993', 'US')"
shopee.vn,5e56893e6c71d40018de3ad1,VN,13568.17867043555,1938.3112,"('shopee.vn', '5e56893e6c71d40018de3ad1', 'VN')"
grand.gs,5f6413c9612b1a0015099993,FR,13567.330023051756,1938.19,"('grand.gs', '5f6413c9612b1a0015099993', 'FR')"
shopee.com.my,5e56893e6c71d40018de3ad1,MY,13561.581253729222,1937.3688,"('shopee.com.my', '5e56893e6c71d40018de3ad1', 'MY')"
rakuten.co.jp,5fffe796e4fa2100156e364a,JP,13546.17574403785,1935.168,"('rakuten.co.jp', '5fffe796e4fa2100156e364a', 'JP')"
redirecionamentobrr2.com,65b7e5c3d5f847001169024b,BR,13542.536948501747,1934.6481,"('redirecionamentobrr2.com', '65b7e5c3d5f847001169024b', 'BR')"
temu.com,5f6413c9612b1a0015099993,ZA,13462.304203297157,1923.1863,"('temu.com', '5f6413c9612b1a0015099993', 'ZA')"
snap.com,5f6413c9612b1a0015099993,HT,13439.531781614007,1919.9331,"('snap.com', '5f6413c9612b1a0015099993', 'HT')"
lessmore.games,5f6413c9612b1a0015099993,JP,13425.159381533525,1917.8799,"('lessmore.games', '5f6413c9612b1a0015099993', 'JP')"
lessmore.games,5f6413c9612b1a0015099993,KR,13419.83059907283,1917.1187,"('lessmore.games', '5f6413c9612b1a0015099993', 'KR')"
spark.net,5f6413c9612b1a0015099993,UZ,13409.004055339825,1915.572,"('spark.net', '5f6413c9612b1a0015099993', 'UZ')"
com.games,5f6413c9612b1a0015099993,US,13364.992312961107,1909.2846,"('com.games', '5f6413c9612b1a0015099993', 'US')"
global.e.mi.com,63217c5d436480001cd32ae4,PH,13361.222738914847,1908.7461,"('global.e.mi.com', '63217c5d436480001cd32ae4', 'PH')"
temu.com,5f6413c9612b1a0015099993,DO,13343.69748318885,1906.2425,"('temu.com', '5f6413c9612b1a0015099993', 'DO')"
k0q5.h8g6w5r.com,5caf77f1e04ca66a2d4bcd7c,BR,13278.813336490017,1896.9733,"('k0q5.h8g6w5r.com', '5caf77f1e04ca66a2d4bcd7c', 'BR')"
temu.com,618a29d9ef3f360017e9acca,PE,13177.285581095113,1882.4694,"('temu.com', '618a29d9ef3f360017e9acca', 'PE')"
brani888.com,5e56893e6c71d40018de3ad1,ID,13168.35773773196,1881.194,"('brani888.com', '5e56893e6c71d40018de3ad1', 'ID')"
walmart.com,61c23cfa1958de001706a194,US,13051.913390699916,1864.5591,"('walmart.com', '61c23cfa1958de001706a194', 'US')"
tango.me,5f6413c9612b1a0015099993,SA,13047.816041874003,1863.9737,"('tango.me', '5f6413c9612b1a0015099993', 'SA')"
revolut.com,5f6413c9612b1a0015099993,DE,13040.106889339255,1862.8724,"('revolut.com', '5f6413c9612b1a0015099993', 'DE')"
twomerge.com,5f6413c9612b1a0015099993,RU,12984.79771423134,1854.9711,"('twomerge.com', '5f6413c9612b1a0015099993', 'RU')"
amazon.it,66cde67e3db5f70011e66c74,IT,12980.77804999996,1854.3969,"('amazon.it', '66cde67e3db5f70011e66c74', 'IT')"
bestplay.app,60bdc983a982ad0017edb6f7,US,12914.856643972034,1844.9795,"('bestplay.app', '60bdc983a982ad0017edb6f7', 'US')"
tiktok.com,5f6413c9612b1a0015099993,TR,12822.65905425206,1831.8084,"('tiktok.com', '5f6413c9612b1a0015099993', 'TR')"
bitso.com,5f6413c9612b1a0015099993,MX,12815.271798214204,1830.7531,"('bitso.com', '5f6413c9612b1a0015099993', 'MX')"
playtika.com,5fbc06efdcdfdb0015dda411,US,12792.08297329999,1827.4404,"('playtika.com', '5fbc06efdcdfdb0015dda411', 'US')"
booking.com,5f6413c9612b1a0015099993,ES,12781.20890422761,1825.887,"('booking.com', '5f6413c9612b1a0015099993', 'ES')"
oakevergames.com,5f6413c9612b1a0015099993,RU,12778.335731982623,1825.4765,"('oakevergames.com', '5f6413c9612b1a0015099993', 'RU')"
nianticlabs.com,5f6413c9612b1a0015099993,US,12754.163412751659,1822.0233,"('nianticlabs.com', '5f6413c9612b1a0015099993', 'US')"
sinsay.com,645a4ac71263430014fc0a33,PL,12701.739218322613,1814.5342,"('sinsay.com', '645a4ac71263430014fc0a33', 'PL')"
rakuten.co.jp,61c23cfa1958de001706a194,JP,12679.923582110017,1811.4177,"('rakuten.co.jp', '61c23cfa1958de001706a194', 'JP')"
temu.com,5f6413c9612b1a0015099993,PL,12629.989334749647,1804.2842,"('temu.com', '5f6413c9612b1a0015099993', 'PL')"
candycrushsaga.com,5f9b336ea3b86126bbdb3aa1,US,12604.832923355532,1800.6904,"('candycrushsaga.com', '5f9b336ea3b86126bbdb3aa1', 'US')"
ibotta.com,5f6413c9612b1a0015099993,US,12599.966519572163,1799.9952,"('ibotta.com', '5f6413c9612b1a0015099993', 'US')"
temu.com,5f6413c9612b1a0015099993,JP,12585.0775675546,1797.8682,"('temu.com', '5f6413c9612b1a0015099993', 'JP')"
coppel.com,5f6413c9612b1a0015099993,MX,12583.61895993489,1797.6599,"('coppel.com', '5f6413c9612b1a0015099993', 'MX')"
temu.com,5f6413c9612b1a0015099993,NG,12566.515900162089,1795.2166,"('temu.com', '5f6413c9612b1a0015099993', 'NG')"
shopee.vn,5f6413c9612b1a0015099993,VN,12493.64710286279,1784.8067,"('shopee.vn', '5f6413c9612b1a0015099993', 'VN')"
doubledowninteractive.com,5f6413c9612b1a0015099993,US,12403.291495988291,1771.8988,"('doubledowninteractive.com', '5f6413c9612b1a0015099993', 'US')"
scopely.com,60770b778d0e4a0015f20ea9,US,12372.372857970102,1767.4818,"('scopely.com', '60770b778d0e4a0015f20ea9', 'US')"
pandora.com,60c9b375fb988e0017d6e500,US,12370.907566999993,1767.2725,"('pandora.com', '60c9b375fb988e0017d6e500', 'US')"
axlebolt.com,5f6413c9612b1a0015099993,RU,12322.72494960557,1760.3893,"('axlebolt.com', '5f6413c9612b1a0015099993', 'RU')"
ice.bet.br,5caf77f1e04ca66a2d4bcd7c,BR,12271.30200778995,1753.0431,"('ice.bet.br', '5caf77f1e04ca66a2d4bcd7c', 'BR')"
pocket7games.com,5e150c8b5fd7df7b642140df,US,12263.08340321791,1751.8691,"('pocket7games.com', '5e150c8b5fd7df7b642140df', 'US')"
binance.com,5f6413c9612b1a0015099993,VN,12181.933516010671,1740.2762,"('binance.com', '5f6413c9612b1a0015099993', 'VN')"
googll.store,5f6413c9612b1a0015099993,EG,12143.054784584738,1734.7221,"('googll.store', '5f6413c9612b1a0015099993', 'EG')"
scientificgames.com,60c86e9b217f2400175cfe6b,US,12121.397815000018,1731.6283,"('scientificgames.com', '60c86e9b217f2400175cfe6b', 'US')"
king.com,64c165a37c1dd00011cb65f1,US,12109.768676420083,1729.967,"('king.com', '64c165a37c1dd00011cb65f1', 'US')"
matchingham.gs,5f6413c9612b1a0015099993,US,12091.325300264938,1727.3322,"('matchingham.gs', '5f6413c9612b1a0015099993', 'US')"
c6.com,5f6413c9612b1a0015099993,BR,12028.287872764366,1718.3268,"('c6.com', '5f6413c9612b1a0015099993', 'BR')"
google.com,649482d5cec8d700113d2881,KR,12028.032315436005,1718.2903,"('google.com', '649482d5cec8d700113d2881', 'KR')"
scopely.com,5f6413c9612b1a0015099993,GB,12023.185827841911,1717.598,"('scopely.com', '5f6413c9612b1a0015099993', 'GB')"
chime.com,5bc0e10e25c7d7796ebe8fc0,US,11956.096710999993,1708.0138,"('chime.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
triumph.gg,60bdc983a982ad0017edb6f7,US,11870.22934163103,1695.747,"('triumph.gg', '60bdc983a982ad0017edb6f7', 'US')"
tiktok.com,5e56893e6c71d40018de3ad1,ID,11861.523411686261,1694.5033,"('tiktok.com', '5e56893e6c71d40018de3ad1', 'ID')"
temu.com,67055dc40f05bd0011e279ae,OM,11833.858406561158,1690.5512,"('temu.com', '67055dc40f05bd0011e279ae', 'OM')"
centurygame.com,5f6413c9612b1a0015099993,KR,11829.25027385063,1689.8929,"('centurygame.com', '5f6413c9612b1a0015099993', 'KR')"
rent.com,5f6413c9612b1a0015099993,US,11822.501525574018,1688.9288,"('rent.com', '5f6413c9612b1a0015099993', 'US')"
centurygames.com,5bc0e10e25c7d7796ebe8fc0,RU,11741.939805000065,1677.42,"('centurygames.com', '5bc0e10e25c7d7796ebe8fc0', 'RU')"
casino.on.betmgm.ca,5bc0e10e25c7d7796ebe8fc0,CA,11608.711439999994,1658.3873,"('casino.on.betmgm.ca', '5bc0e10e25c7d7796ebe8fc0', 'CA')"
badam.mobi,5f6413c9612b1a0015099993,SA,11597.012318328416,1656.716,"('badam.mobi', '5f6413c9612b1a0015099993', 'SA')"
temu.com,67055dc40f05bd0011e279ae,JO,11506.46161734446,1643.7802,"('temu.com', '67055dc40f05bd0011e279ae', 'JO')"
facebook.com,5f6413c9612b1a0015099993,US,11492.766347604917,1641.8238,"('facebook.com', '5f6413c9612b1a0015099993', 'US')"
tiktok.com,5f6413c9612b1a0015099993,NG,11478.1196982846,1639.7314,"('tiktok.com', '5f6413c9612b1a0015099993', 'NG')"
temu.com,618a29d9ef3f360017e9acca,CO,11434.765035977507,1633.5379,"('temu.com', '618a29d9ef3f360017e9acca', 'CO')"
revolut.com,5f6413c9612b1a0015099993,CZ,11433.284639458023,1633.3264,"('revolut.com', '5f6413c9612b1a0015099993', 'CZ')"
megabonanza.com,5f6413c9612b1a0015099993,US,11402.452016674171,1628.9217,"('megabonanza.com', '5f6413c9612b1a0015099993', 'US')"
robinhood.com,5bc0e10e25c7d7796ebe8fc0,US,11363.61489800005,1623.3736,"('robinhood.com', '5bc0e10e25c7d7796ebe8fc0', 'US')"
temu.com,67055dc40f05bd0011e279ae,IT,11357.21385158869,1622.4591,"('temu.com', '67055dc40f05bd0011e279ae', 'IT')"
esim.holafly.com,5f6413c9612b1a0015099993,GB,11287.695279198788,1612.5279,"('esim.holafly.com', '5f6413c9612b1a0015099993', 'GB')"
shopee.vn,5e89fcef428f870016d9e994,VN,11274.026511729957,1610.5752,"('shopee.vn', '5e89fcef428f870016d9e994', 'VN')"
tiktok.com,5bc0e10e25c7d7796ebe8fc0,BR,11252.080410999952,1607.4401,"('tiktok.com', '5bc0e10e25c7d7796ebe8fc0', 'BR')"
lessmore.games,5f6413c9612b1a0015099993,AU,11251.912588460138,1607.4161,"('lessmore.games', '5f6413c9612b1a0015099993', 'AU')"
ahamo.com,5caf77f1e04ca66a2d4bcd7c,JP,11213.880699549974,1601.983,"('ahamo.com', '5caf77f1e04ca66a2d4bcd7c', 'JP')"
booking.com,5f6413c9612b1a0015099993,GB,11207.112423102211,1601.0161,"('booking.com', '5f6413c9612b1a0015099993', 'GB')"
shopee.com,5e89fcef428f870016d9e994,VN,11188.896169880027,1598.4137,"('shopee.com', '5e89fcef428f870016d9e994', 'VN')"
55m666.com,5f6413c9612b1a0015099993,PK,11176.306488564125,1596.6152,"('55m666.com', '5f6413c9612b1a0015099993', 'PK')"
neteasegames.com,5f6413c9612b1a0015099993,JP,11159.01747682327,1594.1454,"('neteasegames.com', '5f6413c9612b1a0015099993', 'JP')"
capital.com,5f6413c9612b1a0015099993,AE,11052.559176155568,1578.937,"('capital.com', '5f6413c9612b1a0015099993', 'AE')"
temu.com,67055dc40f05bd0011e279ae,RS,10981.008395348648,1568.7155,"('temu.com', '67055dc40f05bd0011e279ae', 'RS')"
p7fa76856.xyz,5f6413c9612b1a0015099993,ID,10978.060416864875,1568.2943,"('p7fa76856.xyz', '5f6413c9612b1a0015099993', 'ID')"
aliexpress.com,5e89fcef428f870016d9e994,FR,10970.875334139972,1567.2679,"('aliexpress.com', '5e89fcef428f870016d9e994', 'FR')"
fon.bet,5f6413c9612b1a0015099993,RU,10970.522042492474,1567.2174,"('fon.bet', '5f6413c9612b1a0015099993', 'RU')"
metacoregames.com,5f6413c9612b1a0015099993,US,10950.211562297296,1564.3159,"('metacoregames.com', '5f6413c9612b1a0015099993', 'US')"
