rtb_connection_id,allowed_app_id,total_spend_7d,allowed_app_rtb_daily_spend
5bc0e200eb95ad0016cfb668,506857fe244c88a76639a514,425.93861000000214,60.85
5bc0e200eb95ad0016cfb668,53287ce6ef8b666479000081,0.0,0.0
5bc0e200eb95ad0016cfb668,5330938e28852290060000c4,0.0,0.0
5bc0e200eb95ad0016cfb668,5346b45bb12f0c4d6a0000b5,0.14243400000000003,0.02
5bc0e200eb95ad0016cfb668,536173cc5da7a6157c0000b6,0.28409000000000006,0.04
5bc0e200eb95ad0016cfb668,53d7b79466aa901306000019,91.45994499999969,13.07
5bc0e200eb95ad0016cfb668,53d7b802ec6bbcff4d000019,33.46899800000008,4.78
5bc0e200eb95ad0016cfb668,5485b21bb55c44932a000125,9.926752000000008,1.42
5bc0e200eb95ad0016cfb668,5492cc2b0dc574b901000062,0.0,0.0
5bc0e200eb95ad0016cfb668,54ad97c03a31187401000078,0.336512,0.05
5bc0e200eb95ad0016cfb668,54b520f823824c1747000021,16.19413400000001,2.31
5bc0e200eb95ad0016cfb668,54c63cf4a684cd593e000128,591.3697849999966,84.48
5bc0e200eb95ad0016cfb668,552784eb7dd775cc2200000a,0.0,0.0
5bc0e200eb95ad0016cfb668,556626335b5193cf12000012,14.224188999999983,2.03
5bc0e200eb95ad0016cfb668,556c82fb548bd8625d000019,0.29841700000000004,0.04
5bc0e200eb95ad0016cfb668,55964aea496958dc1700009f,1.5523270000000005,0.22
5bc0e200eb95ad0016cfb668,55bb5589d84df5163800036f,21.859634999999972,3.12
5bc0e200eb95ad0016cfb668,55efc84b9b3be2a907000a34,14.341511000000002,2.05
5bc0e200eb95ad0016cfb668,560480789842e83053000059,9.113069000000003,1.3
5bc0e200eb95ad0016cfb668,561265b44f09c064440001fb,3.620926000000001,0.52
5bc0e200eb95ad0016cfb668,5631fbfd4cc6b14a5a00000b,0.0,0.0
5bc0e200eb95ad0016cfb668,56373a94d997d6991600000d,0.9810390000000003,0.14
5bc0e200eb95ad0016cfb668,565bab5dd486484b1f00000d,0.05572800000000001,0.01
5bc0e200eb95ad0016cfb668,5665f4e1b02300f24a000019,0.097217,0.01
5bc0e200eb95ad0016cfb668,566f70db9673a6885800000a,83.52971200000006,11.93
5bc0e200eb95ad0016cfb668,566f73289673a6885800000e,88.90753600000023,12.7
5bc0e200eb95ad0016cfb668,56a1172365be47662b000009,125.69253900000032,17.96
5bc0e200eb95ad0016cfb668,56c5ee7b6d79e6e734000008,0.0,0.0
5bc0e200eb95ad0016cfb668,56cba1f39b7e0de72100001a,3.0471820000000025,0.44
5bc0e200eb95ad0016cfb668,56de5146bb550b056000000b,28.36663800000007,4.05
5bc0e200eb95ad0016cfb668,570edda7be9e354c6e00000b,0.0,0.0
5bc0e200eb95ad0016cfb668,574f2f847d6f27655b0000b8,0.0,0.0
5bc0e200eb95ad0016cfb668,5762f871da15c36a010000a0,2.3889129999999996,0.34
5bc0e200eb95ad0016cfb668,576b4787518f973a13000031,0.0009170000000000001,0.0
5bc0e200eb95ad0016cfb668,5785519ef95609d93c00007b,17.23414599999997,2.46
5bc0e200eb95ad0016cfb668,579ba0736bccbf375f00007a,345.0907559999987,49.3
5bc0e200eb95ad0016cfb668,57ac92288f9c1a973100002a,0.008168,0.0
5bc0e200eb95ad0016cfb668,57ad491c08b690932700004c,0.165327,0.02
5bc0e200eb95ad0016cfb668,57c6caea5366b3b67900003d,1.1813840000000002,0.17
5bc0e200eb95ad0016cfb668,57d7afc20d3963a818000039,1.1800219999999997,0.17
5bc0e200eb95ad0016cfb668,57da693e35d42c872800001c,0.0,0.0
5bc0e200eb95ad0016cfb668,57e19fbe126ee8b635000052,1.5321320000000012,0.22
5bc0e200eb95ad0016cfb668,57e9a9b8a866d1c974000078,0.0069570000000000005,0.0
5bc0e200eb95ad0016cfb668,57eabbdfa7bdbf294e000028,0.8868409999999999,0.13
5bc0e200eb95ad0016cfb668,580aa0ba995ea1af75000034,0.0,0.0
5bc0e200eb95ad0016cfb668,580f0e8433c58e460b00008d,6.489611000000004,0.93
5bc0e200eb95ad0016cfb668,58170a5f26b6ac6960000110,0.0,0.0
5bc0e200eb95ad0016cfb668,581765752717a0c91d000278,28.44287900000003,4.06
5bc0e200eb95ad0016cfb668,5819f8aa6bb5346334000165,0.0,0.0
5bc0e200eb95ad0016cfb668,585277aa70502051710001d2,0.0,0.0
5bc0e200eb95ad0016cfb668,586e2fccdb06290d690008a3,0.09775700000000002,0.01
5bc0e200eb95ad0016cfb668,5873cad6a44cff1b570006fc,86.96346700000011,12.42
5bc0e200eb95ad0016cfb668,58740a599a55045c20000038,0.188557,0.03
5bc0e200eb95ad0016cfb668,587fb7a37c2f2fda6b000442,0.4601390000000001,0.07
5bc0e200eb95ad0016cfb668,587fb8d2e821bb91470003f7,0.296512,0.04
5bc0e200eb95ad0016cfb668,589e4fdbacfd6c3105000130,23.673922000000005,3.38
5bc0e200eb95ad0016cfb668,58a15d43eaef6df0270001ad,20.00675899999997,2.86
5bc0e200eb95ad0016cfb668,58a18cd9bf507e442e00017a,9.000125000000004,1.29
5bc0e200eb95ad0016cfb668,58d1545c0589074f06000398,7.682021999999997,1.1
5bc0e200eb95ad0016cfb668,58da78493dc1ff3975000dec,28.864389999999993,4.12
5bc0e200eb95ad0016cfb668,58db950a6d3c232075000da1,1.96814,0.28
5bc0e200eb95ad0016cfb668,58de260141cc304738000131,0.0,0.0
5bc0e200eb95ad0016cfb668,58ecaf5152140fe5560014ab,0.0,0.0
5bc0e200eb95ad0016cfb668,5901ad5bbd529c8d60001af6,0.0,0.0
5bc0e200eb95ad0016cfb668,590aec7903e9ad5766003437,0.0,0.0
5bc0e200eb95ad0016cfb668,590b5e2acd3a325166003aac,4.514837999999997,0.64
5bc0e200eb95ad0016cfb668,59146cfe4a82a52932000260,0.5868200000000002,0.08
5bc0e200eb95ad0016cfb668,5914e2bce446283b260006e6,7.543409999999999,1.08
5bc0e200eb95ad0016cfb668,59267de95b2462ab3800105a,0.0,0.0
5bc0e200eb95ad0016cfb668,593a9471c3e3e97124001656,1.8476109999999997,0.26
5bc0e200eb95ad0016cfb668,593fb6656eaa535318001c43,17.46475700000001,2.49
5bc0e200eb95ad0016cfb668,594c167ea346f02d06001950,2.6280449999999997,0.38
5bc0e200eb95ad0016cfb668,59523ad2505262743d000394,0.046362,0.01
5bc0e200eb95ad0016cfb668,595dde330e495b654c000146,0.005253,0.0
5bc0e200eb95ad0016cfb668,595e027dce5a32937c0005b3,3.7877419999999997,0.54
5bc0e200eb95ad0016cfb668,596425f8622bef594c000c7f,0.133889,0.02
5bc0e200eb95ad0016cfb668,5964348c0df981604c00117c,0.004314,0.0
5bc0e200eb95ad0016cfb668,596dae8bcb518f1e4e000e00,5.079162,0.73
5bc0e200eb95ad0016cfb668,59709f1b1e63d5d55e0020c0,0.20260699999999998,0.03
5bc0e200eb95ad0016cfb668,5977c07ca43b3a0862001f21,9.276323000000003,1.33
5bc0e200eb95ad0016cfb668,59804c166eae03c47f0015bd,0.0,0.0
5bc0e200eb95ad0016cfb668,5980675137c9b7156600181e,0.032565,0.0
5bc0e200eb95ad0016cfb668,59834c5b76da46c2770023b2,12.609273999999996,1.8
5bc0e200eb95ad0016cfb668,59af175806532d636d001afc,56.36304399999992,8.05
5bc0e200eb95ad0016cfb668,59b6598e04e285585700000d,0.0,0.0
5bc0e200eb95ad0016cfb668,59b8666aea57c97414001cef,0.028110999999999997,0.0
5bc0e200eb95ad0016cfb668,59baf41b740aae7b0a00339e,0.234226,0.03
5bc0e200eb95ad0016cfb668,59c0df38bf5f39b63b002139,0.0,0.0
5bc0e200eb95ad0016cfb668,59d3725d7fff7cb025002221,2.9018379999999993,0.41
5bc0e200eb95ad0016cfb668,59f20722be77065f58005934,6.5980429999999926,0.94
5bc0e200eb95ad0016cfb668,59f2105eaa6916b54800598e,0.3675979999999998,0.05
5bc0e200eb95ad0016cfb668,59f74aaec3f354a94800774a,0.0,0.0
5bc0e200eb95ad0016cfb668,5a03240722fb62d46c0009b0,124.41040100000023,17.77
5bc0e200eb95ad0016cfb668,5a085a81c10d17cd6c001ad9,0.06136400000000001,0.01
5bc0e200eb95ad0016cfb668,5a1672ee1bfdc2df040094da,2.5406109999999997,0.36
5bc0e200eb95ad0016cfb668,5a25658681c8d9a70a0031c0,0.0013520000000000001,0.0
5bc0e200eb95ad0016cfb668,5a266e5181c8d9a70a003c62,0.021582,0.0
5bc0e200eb95ad0016cfb668,5a2e0c8deb59d1410c001a7c,4.726333999999999,0.68
5bc0e200eb95ad0016cfb668,5a2f2c1c7f1834bc71002411,1.2478220000000002,0.18
5bc0e200eb95ad0016cfb668,5a3930cc3610bbb671007ad0,0.009992000000000001,0.0
5bc0e200eb95ad0016cfb668,5a5f965ab806e7787e003511,26.33290800000005,3.76
5bc0e200eb95ad0016cfb668,5a82eba6f8e38c6735001e7d,80.98850000000004,11.57
5bc0e200eb95ad0016cfb668,5a8ea8fe8782e0e64900257a,0.045127999999999995,0.01
5bc0e200eb95ad0016cfb668,5a9059cad21df82a03002ca1,18.803269000000014,2.69
5bc0e200eb95ad0016cfb668,5a99b5a8a44079442700ba87,0.0,0.0
5bc0e200eb95ad0016cfb668,5aa00275bd9d3db17100f9aa,0.0,0.0
5bc0e200eb95ad0016cfb668,5aa7c840d68be4a57100f8be,0.4193889999999997,0.06
5bc0e200eb95ad0016cfb668,5ac7837aecced57fbe37b2c1,1.5813659999999992,0.23
5bc0e200eb95ad0016cfb668,5ad5b5e054b8cc046fe5718a,0.0,0.0
5bc0e200eb95ad0016cfb668,5ad63bf14d225d0469941199,25.448615000000007,3.64
5bc0e200eb95ad0016cfb668,5ae4ff8ec3f90a605778fb4e,0.12826800000000002,0.02
5bc0e200eb95ad0016cfb668,5ae98bd1c37727603eb05d5f,0.011056,0.0
5bc0e200eb95ad0016cfb668,5aeaef791e58d02d554999f7,0.0,0.0
5bc0e200eb95ad0016cfb668,5af18b94b255832d68e1ec57,0.0,0.0
5bc0e200eb95ad0016cfb668,5b040b816349913608cfcbf5,0.0,0.0
5bc0e200eb95ad0016cfb668,5b06a134e408f136156f9555,1.7305270000000004,0.25
5bc0e200eb95ad0016cfb668,5b111a7e51275141219b7932,0.023889,0.0
5bc0e200eb95ad0016cfb668,5b223f6996e26d5c78c9344f,0.0,0.0
5bc0e200eb95ad0016cfb668,5b337ffbe2a1de4671798e6e,16.23247600000001,2.32
5bc0e200eb95ad0016cfb668,5b3b65e8887bb62a3d7f5bc7,0.01586,0.0
5bc0e200eb95ad0016cfb668,5b3dbb4d4050772a3c996121,0.0,0.0
5bc0e200eb95ad0016cfb668,5b3e4097b4d0ef6cc9bf68a4,2.6921850000000083,0.38
5bc0e200eb95ad0016cfb668,5b4700f1d26e6e2a559c5643,1.3950280000000004,0.2
5bc0e200eb95ad0016cfb668,5b4d43dd11acfb7ebdca065c,0.721092,0.1
5bc0e200eb95ad0016cfb668,5b4e7d85cb28214f6b682e09,2.949490999999999,0.42
5bc0e200eb95ad0016cfb668,5b598583a22b635d958703f6,0.0,0.0
5bc0e200eb95ad0016cfb668,5b5faafbd5ef9d0c9978a312,0.0,0.0
5bc0e200eb95ad0016cfb668,5b740b4c7542ef78708f2f33,0.3225099999999999,0.05
5bc0e200eb95ad0016cfb668,5b768c74f94d472fa530482f,1.52357,0.22
5bc0e200eb95ad0016cfb668,5b7c63748734f02f83929e90,0.0,0.0
5bc0e200eb95ad0016cfb668,5b7ee250ca81f1001b334533,1.5969879999999999,0.23
5bc0e200eb95ad0016cfb668,5b86c106bc51c04d6948d68c,0.036703,0.01
5bc0e200eb95ad0016cfb668,5b880c2a2ff59600117f0d54,0.0,0.0
5bc0e200eb95ad0016cfb668,5b88de226da2a24a2971f1d8,0.689581,0.1
5bc0e200eb95ad0016cfb668,5b8903545ea5db50e8fba901,21.184140999999975,3.03
5bc0e200eb95ad0016cfb668,5b8a8694c5f2c440dd74ad71,20.539378999999983,2.93
5bc0e200eb95ad0016cfb668,5b97ba3245e58040ccdd5986,2.963078000000003,0.42
5bc0e200eb95ad0016cfb668,5ba2f38e3c900e2c5b66e23d,3.6141780000000003,0.52
5bc0e200eb95ad0016cfb668,5ba9510159302707328acb9e,5.416127999999993,0.77
5bc0e200eb95ad0016cfb668,5bae373ee8801f307022b329,51.90826000000022,7.42
5bc0e200eb95ad0016cfb668,5bb5e54ac5da177974ce06fa,0.0,0.0
5bc0e200eb95ad0016cfb668,5bb76ac088fafb001647e5a0,3.4968949999999994,0.5
5bc0e200eb95ad0016cfb668,5bc5a5f7a7806402bb362826,14.668701000000024,2.1
5bc0e200eb95ad0016cfb668,5bc5a814a7806402bb362a6c,10.536443999999996,1.51
5bc0e200eb95ad0016cfb668,5bc61c3e8494622c549f9353,0.005350000000000001,0.0
5bc0e200eb95ad0016cfb668,5bc875c0be31ab306a216ab2,0.9958709999999996,0.14
5bc0e200eb95ad0016cfb668,5bc87acb271cd7001778fa12,0.392283,0.06
5bc0e200eb95ad0016cfb668,5bcd24ec7e11057968095408,0.010915,0.0
5bc0e200eb95ad0016cfb668,5be4949179a00802b51258a0,0.0,0.0
5bc0e200eb95ad0016cfb668,5be4d066ef11fa001284ec74,6.044642999999998,0.86
5bc0e200eb95ad0016cfb668,5bf23fe0ad971c7c4dfb50a0,0.0,0.0
5bc0e200eb95ad0016cfb668,5bf558f7c912de7a0d6d3bbc,0.0,0.0
5bc0e200eb95ad0016cfb668,5c093910a4a7ea3d70999820,193.49441199999987,27.64
5bc0e200eb95ad0016cfb668,5c1dea438aa5b200174b0a72,269.0573819999993,38.44
5bc0e200eb95ad0016cfb668,5c459f7d832804001236cb6a,0.0,0.0
5bc0e200eb95ad0016cfb668,5c488a9d3035520011560564,0.0,0.0
5bc0e200eb95ad0016cfb668,5c538c2c8951bd619f6625b8,1.0500369999999994,0.15
5bc0e200eb95ad0016cfb668,5c6a459b7945410012433494,0.044497,0.01
5bc0e200eb95ad0016cfb668,5c6d5445262bf72be8497e5d,0.0,0.0
5bc0e200eb95ad0016cfb668,5c7e1a7572cde36113a42cdc,0.0,0.0
5bc0e200eb95ad0016cfb668,5c7e4fbbe2eecf7af09b7720,0.000433,0.0
5bc0e200eb95ad0016cfb668,5c86c72be9cff40012b65e42,0.005024,0.0
5bc0e200eb95ad0016cfb668,5c995034986bfc0017805ff4,35.775342999999985,5.11
5bc0e200eb95ad0016cfb668,5c9a48a0a4ab3200182c2e0b,0.2694950000000001,0.04
5bc0e200eb95ad0016cfb668,5ca3a2d28936930019f30b33,0.0,0.0
5bc0e200eb95ad0016cfb668,5cb5dbcf7b2d1b00112d0993,6.645623999999995,0.95
5bc0e200eb95ad0016cfb668,5cb5e9892dd2f50012dfd000,6.446759999999991,0.92
5bc0e200eb95ad0016cfb668,5cb893fe715df57e393fceb8,0.8247110000000001,0.12
